-1,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85
400,0.1598951763216664,0.1408309838892058,0.1248430258174634,0.1112503021888498,0.09956379185358254,0.08940577985155555,0.08049213290200938,0.07257237882933282,0.06549287979319056,0.05914570725107804,0.05342173702341448,0.0482324946188098,0.04348380439533257,0.03911981033706043,0.03511640691773135,0.03143054189208024
500,0.1849428030487098,0.1630848566268127,0.1447209725310392,0.1290851848863913,0.1156257160593518,0.1039144230983378,0.09362850561063227,0.0844815536858423,0.07629891225007848,0.06895827568896283,0.06233482583956665,0.05632724347559673,0.05082730625625102,0.04577089574646514,0.04113057113163324,0.03685685238376667
600,0.208231767415945,0.1837757063954525,0.163201885821557,0.1456654636252932,0.1305564366108756,0.1173997887249024,0.1058367850848228,0.09554747116165595,0.08633773717239163,0.0780720388078128,0.07061096665486262,0.06384125841173902,0.05764171424182168,0.05194052108900398,0.04670703592169485,0.04188580316505964
700,0.2301500922185238,0.2032061849812112,0.1805255153065352,0.1611837123950476,0.1445126313438749,0.1299908998269721,0.1172244726091689,0.1058607190370081,0.09568657545804797,0.08655362207705133,0.07830836175597658,0.07082603736010022,0.06397316395100845,0.05767053753922382,0.05188426939262467,0.04655321223164235
800,0.2508542181090255,0.2215185424978823,0.196821263791167,0.1757577719731734,0.1576017524210219,0.1417858568337742,0.1278812254462208,0.1155032788353958,0.1044204127679167,0.09447163060947342,0.08548977621855211,0.0773389818060243,0.06987408307281559,0.06300874637947966,0.05670579091247804,0.05089862518939919
900,0.2706113027928194,0.2389497559389498,0.2123021062376929,0.1895804333138984,0.1699984553620749,0.1529430038412939,0.1379506889744283,0.1246065097631738,0.1126600787472126,0.1019371744698796,0.09225732829856559,0.08347387230893955,0.07543030880552268,0.06803341130430281,0.06124284090619837,0.05498675582810332
1000,0.2896161338342648,0.2557124284397914,0.22718552764207,0.2028667004128687,0.1819115341167611,0.1636626107843064,0.1476232085686782,0.1333490570215211,0.1205716103849092,0.1091038259300072,0.09875240306849124,0.08936026585205795,0.08076004216928918,0.07285185973334449,0.06559228507615218,0.05890442164866876
1100,0.3080368321427233,0.2719802847687873,0.2416444374904577,0.2157848115340467,0.1935022784541282,0.1740977019251323,0.1570428342274521,0.1418656113413722,0.1282802318537876,0.1160874496248987,0.1050817128940933,0.0950959907976318,0.08595248672209226,0.07754495437547139,0.0698269881642348,0.06271682930533161
1200,0.3259477317117059,0.2878148532385491,0.255730580827346,0.2283788934765946,0.2048087896484866,0.184281541880513,0.1662388983885849,0.15018225858903,0.1358093247146211,0.1229091635338063,0.1112644664798389,0.1006986343608302,0.09102383546342149,0.08212768138940141,0.07396089434435327,0.0664370192216622
1300,0.3433684384322022,0.3032290941114918,0.2694523973121027,0.2406543086963766,0.2158343563589543,0.1942160525925185,0.1752124621556602,0.158299563261797,0.1431592237262839,0.1295692700515762,0.1173010792623831,0.1061688321810939,0.09597502161092594,0.08660132719251454,0.07799568404431921,0.07006709429829447
1400,0.3603129804905971,0.3182293969696479,0.2828112604724136,0.2526091751488412,0.2265750482334894,0.2038960946207059,0.1839577680998027,0.1662115711381138,0.1503240795724393,0.1360622402065917,0.1231864962906293,0.1115021120650192,0.1008022323444111,0.09096278989979022,0.08192899838615245,0.07360545713515738
1500,0.3767933921053572,0.3328189640750501,0.2958046105807783,0.264237226638897,0.2370222976708372,0.2133117728586527,0.1924642772357142,0.1739075864410003,0.1572933868633571,0.1423780043281138,0.1289112573002833,0.1166897448556339,0.105497555995679,0.0952050330341571,0.08575470950021574,0.07704690640247422
1600,0.3928446225383767,0.3470351081581727,0.3084659650414854,0.2755663331492245,0.2471995521099034,0.2224830207278293,0.2007490958194618,0.1814022472190093,0.1640796416057188,0.1485272925992704,0.1344846298262287,0.1217397823308697,0.1100677505944522,0.09933345892765724,0.08947710957039237,0.0803948348750247
1700,0.408486475212867,0.360887302182652,0.3208018904338449,0.2866031419613934,0.2571133769536416,0.2314162177282739,0.2088183514810524,0.188701531447704,0.1706887207686652,0.1545158253691895,0.1399121360956173,0.1266575175030179,0.1145181076826853,0.1033535457614501,0.09310175636808865,0.08365478744014578
1800,0.4237574353743674,0.374411499387701,0.3328458005800352,0.2973786054752373,0.2667923817842196,0.2401377656762012,0.2166963766863253,0.1958278259677532,0.1771411874380998,0.1603624645132638,0.1452110500700694,0.1314587406280842,0.1188630227172574,0.1072783761404871,0.09664050220482916,0.08683746171870599
1900,0.4387017669574156,0.3876491536447367,0.3446362922845569,0.3079285278570781,0.2762696983259348,0.2486782678153153,0.2244113973648209,0.2028071162826269,0.1834609229511228,0.1660891251966324,0.1504014489787691,0.1361618094240092,0.1231192351205854,0.1111231647637666,0.1001071316917363,0.08995529906205678
2000,0.4533693003136166,0.4006466199941938,0.3562162702979503,0.3182924890858783,0.2855817547053053,0.2570711890730766,0.2319941046923705,0.2096674890918958,0.189673574430242,0.1717191786579513,0.1555045790980521,0.1407859837677817,0.1273041372531136,0.1149035461522763,0.103515631066781,0.09302073773826292
